x1,x2,y
2.191648388,3.268645526,43.09712633
-0.488972482,1.59765707,108.3338098
2.868783359,-1.873040308,21.94663518
1.578944232,3.753411019,97.7135478
-3.246581217,2.230007232,30.94532425
3.804978813,1.735121513,27.20920951
2.089117616,-0.405107983,72.10321865
2.288514442,-1.822067505,59.46514999
-2.975090939,-3.228872303,29.12269722
-0.396912497,3.220819172,66.95053786
-1.033615806,-0.353789681,168.3335904
3.414119911,-2.381093082,7.317111641
1.150920961,-1.552347007,137.8906443
2.582092906,0.633756552,29.81323669
-0.452686409,-2.585817736,179.6354039
-2.182090226,2.852914273,12.54985772
0.436678296,2.068156239,81.63383654
-3.489461951,1.755703648,63.46006256
2.621049376,-0.543255682,38.51787246
1.053315193,1.018470726,102.8156142
2.064701921,0.672783751,56.86903283
-1.163792255,1.198772812,116.597657
3.765584195,-3.324445431,61.1346174
3.144968971,-0.673540783,14.74740238
2.227067977,-3.667086609,169.4793459
-2.442890337,-0.048073446,114.9345974
-0.26623197,-1.361110301,180.3569551
-3.649569874,-2.843806489,6.840602069
-2.765684063,-3.172776258,42.65004362
1.464391626,0.701156577,91.93606217
1.958097247,-2.635256252,99.68194874
3.740077859,3.400960947,109.8209759
-1.393397135,0.648489118,134.2938289
-1.036322352,-1.225041564,167.0605392
-0.24355351,0.727323932,149.3979041
-2.484229127,-3.817569032,100.6604073
-2.960627957,3.668473706,14.28526657
-0.19436059,-0.141572504,174.7651321
-2.184725208,2.261881818,32.27560495
1.358511957,-3.338160001,186.3352552
-0.502784649,-0.106733353,173.9289978
2.661425568,-0.074344045,34.70464181
1.602120816,3.50261164,71.51331066
-1.501066869,0.573824419,133.5756924
2.658078411,-0.212084792,35.65886103
2.43811486,-1.864194695,49.06433937
-0.900172968,-1.347448021,170.1273535
-1.693375169,0.16537922,138.5746907
1.459964032,-0.488708318,115.6601646
-2.881980131,-3.827103361,65.23002124
-2.40073438,2.610335394,13.58857258
-3.941101842,3.169286175,60.11829827
2.29539502,-2.878007288,86.92217166
1.318806853,0.432289148,108.1292382
1.641323029,-3.131394071,150.590707
2.245832248,1.377920744,29.1148771
-0.328673796,-1.750129729,178.0191398
0.549929568,1.275381078,112.0436819
-2.881624015,1.815956914,44.12296548
-3.083759412,2.149179935,30.29782954
1.347223694,-3.138072432,169.4535213
-0.231230351,3.328094761,72.8244989
0.521888852,-2.158288073,169.3589864
2.119990859,-3.700699551,181.8765289
