x1,x2,y
-0.044988253,-0.517255877,28.05715356
0.522865126,-0.355015306,39.71672165
0.806655744,-0.689116872,179.5465624
0.441391893,0.748628731,30.98170045
0.926422447,-0.433506133,166.8710135
0.564010341,0.122978789,3.997614825
0.733602877,0.58394885,0.280508622
-0.771791858,0.567648219,3.217727343
0.464827006,-0.123227483,11.79829104
-0.119822601,-0.047485383,1.636456325
0.106207605,0.989403498,96.47141173
0.308204819,0.349194954,6.940585736
0.939630233,0.629276886,6.436365277
0.969156163,0.805107938,1.80072732
-0.423543509,0.575179672,17.69149353
0.467506995,-0.62964131,72.22856839
0.499967076,0.124341467,1.828212301
-0.307014277,-0.796211685,81.00187079
-0.75226045,0.305844253,9.833096611
-0.918106079,0.910698856,4.138544901
0.554686255,0.025464129,8.162705867
-0.020600516,-0.134055014,2.850096196
0.971080339,-0.928314497,350.1815176
-0.070053088,0.919549045,84.80194101
0.955833958,-0.793994632,291.5962304
-0.176847996,-0.917841813,91.46728429
0.587364301,-0.507866777,72.90790011
-0.830361455,-0.868939132,246.2235216
0.11092342,-0.089764315,1.832251366
0.604119574,0.032175603,11.23129743
0.849403334,-0.374860102,120.2201623
0.645166181,-0.898079035,172.8692022
-0.926058546,-0.776799264,270.8307072
-0.254595317,-0.230991244,10.32436618
-0.902603055,-0.878943098,290.4599764
-0.781435418,0.396379451,7.764326652
0.350611257,-0.585958917,50.67380782
0.426516393,-0.395856862,33.71105845
0.547441366,-0.211748446,26.36194724
0.730913096,-0.166780734,49.21456703
0.478862937,-0.996678585,150.5763143
0.601743184,-0.775859258,129.6525659
-0.90207258,0.725529127,4.395906641
-0.530929699,-0.997533875,166.0353558
0.243795547,0.016334712,0.757619597
0.716250609,-0.020995987,28.59728022
-0.99099975,-0.333811678,177.1213037
0.029258684,-0.13734596,2.85231882
0.354574799,0.561162275,19.37728484
-0.940785422,0.682407412,7.874152728
-0.197288885,-0.479302913,28.28930044
0.791269763,-0.355019118,96.3045786
0.343225618,-0.515034294,40.47976102
-0.524683273,-0.040273199,12.28283247
0.705562259,0.366516715,1.81069899
-0.303937153,-0.543494249,42.1335775
0.706689342,-0.338528516,70.30009771
-0.402112698,0.860769235,50.83645154
0.180640502,-0.90286142,88.18595513
-0.206119865,-0.07846079,2.917523168
-0.450349898,0.423116083,6.956770185
0.773115124,-0.699091977,168.2202342
-0.624812636,-0.90525196,170.5090401
-0.830376818,-0.723589257,203.0396558
-0.316146123,0.837646387,56.1520769
0.435278295,-0.981480436,137.430746
0.614863212,-0.62335605,100.4310939
0.99748674,-0.937432974,373.421918
-0.407275886,-0.778741065,91.21012086
-0.184116098,0.240298573,5.662220155
-0.726357444,-0.516722183,112.0401763
0.149743859,0.138424101,2.068555862
0.995160075,0.180390766,65.60237861
0.40176202,0.698870666,29.24399297
0.190425681,-0.990517214,106.0829537
-0.215261814,0.706738919,45.08984503
0.830597521,0.238238173,20.42783694
-0.006166808,-0.674513028,46.51428454
-0.731266173,0.545874776,3.009658146
-0.269243074,0.710983084,42.37808573
-0.865666662,-0.491473032,157.4520317
-0.596041925,0.837587362,25.81074175
-0.964662438,-0.091085139,108.2385604
-0.093440167,0.206848909,5.120679404
0.26908053,0.969299067,80.97625996
-0.313415075,-0.276927843,15.79932553
-0.159236457,0.626318692,37.45941488
0.918418546,-0.363201764,145.6177905
0.503926243,0.598427044,12.11310729
0.081713274,0.201467838,4.637595254
-0.43091825,-0.56728861,58.7452867
0.793993598,-0.171947812,64.42278532
-0.529805766,-0.364728731,43.99737524
-0.349314539,-0.843783214,95.09835951
0.818129629,-0.94033046,259.1357169
0.059084111,-0.307042689,10.52843571
0.484635899,-0.961931704,143.4994999
0.181489588,-0.669024485,49.94515838
0.306878418,0.450366642,13.16771144
-0.401233417,0.416182471,8.475863901
0.975901191,0.725803512,5.134413304
-0.401187375,0.44758871,10.17942595
0.708151335,-0.566550146,114.1536546
0.040907398,0.015439794,0.938809937
0.957848982,-0.843818287,310.2170653
0.989270922,-0.169618284,131.8537181
0.276008209,-0.048012211,2.066547845
0.986152377,-0.729746047,289.7631639
0.791898406,0.548517353,0.660878016
