y_0,y_1,y_2,u_0,u_1,u_2,y
0.0561034802089327,0.0232908500665409,0.00534267146849245,0.0109186886160024,0.291053064829068,1.04383467342944,3.75803720980618e-05
0.113394082952133,0.0561034802089327,0.0232908500665409,0.363312759468603,0.0109186886160024,0.291053064829068,4.36899864444916e-05
0.179998683106591,0.113394082952133,0.0561034802089327,1.1333036783407,0.363312759468603,0.0109186886160024,7.0227004355198e-05
0.28705849075991,0.179998683106591,0.113394082952133,1.90239250498913,1.1333036783407,0.363312759468603,0.00014016963426711
0.500744582331921,0.28705849075991,0.179998683106591,2.22056773085115,1.90239250498913,1.1333036783407,0.000207636126204225
0.8172821299236,0.500744582331921,0.28705849075991,1.87813593417079,2.22056773085115,1.90239250498913,0.000243821874433302
1.18898420120195,0.8172821299236,0.500744582331921,1.15758456356417,1.87813593417079,2.22056773085115,0.000211121632139414
1.51083534003139,1.18898420120195,0.8172821299236,0.683900235316515,1.15758456356417,1.87813593417079,0.00015071134122047
1.74059207464345,1.51083534003139,1.18898420120195,0.817397041420572,0.683900235316515,1.15758456356417,7.52001802387916e-05
1.85523339966907,1.74059207464345,1.51083534003139,1.19902252513845,0.817397041420572,0.683900235316515,1.45683927819365e-05
1.87744265298085,1.85523339966907,1.74059207464345,1.09346672608052,1.19902252513845,0.817397041420572,-7.41285978586195e-05
1.76443493606025,1.87744265298085,1.85523339966907,0.277773681139967,1.09346672608052,1.19902252513845,-0.00015016755905106
1.53550718760525,1.76443493606025,1.87744265298085,-0.574189161816613,0.277773681139967,1.09346672608052,-0.00025413935831323
1.14807629733778,1.53550718760525,1.76443493606025,-0.607061535456403,-0.574189161816613,0.277773681139967,-0.000329888016987143
0.645167936514834,1.14807629733778,1.53550718760525,0.144337945061122,-0.607061535456403,-0.574189161816613,-0.000336863358032331
0.131625793467079,0.645167936514834,1.14807629733778,0.650218239228596,0.144337945061122,-0.607061535456403,-0.000276574955489392
-0.290007762004775,0.131625793467079,0.645167936514834,0.0177160883019202,0.650218239228596,0.144337945061122,-0.000249872300532534
-0.670933599273886,-0.290007762004775,0.131625793467079,-1.39394433063824,0.0177160883019202,0.650218239228596,-0.000234622674051526
-1.02861165468427,-0.670933599273886,-0.290007762004775,-2.23155908572973,-1.39394433063824,0.0177160883019202,-0.000210667817384464
-1.34977096106519,-1.02861165468427,-0.670933599273886,-1.57892113379633,-2.23155908572973,-1.39394433063824,-0.000212943203585834
-1.67439905286978,-1.34977096106519,-1.02861165468427,0.0351711088390173,-1.57892113379633,-2.23155908572973,-3.58803167045162e-05
-1.72909795167937,-1.67439905286978,-1.34977096106519,1.18859735521516,0.0351711088390173,-1.57892113379633,0.000168128315788828
-1.47278935195058,-1.72909795167937,-1.67439905286978,1.03148095181771,1.18859735521516,0.0351711088390173,0.000288024842449343
-1.03370064931932,-1.47278935195058,-1.72909795167937,0.0297930191308158,1.03148095181771,1.18859735521516,0.000351114931917175
-0.498432237681901,-1.03370064931932,-1.47278935195058,-0.728073898198535,0.0297930191308158,1.03148095181771,0.000327855587071009
0.00137772021344942,-0.498432237681901,-1.03370064931932,-0.728919585571828,-0.728073898198535,0.0297930191308158,0.000308345718255898
0.471445233277709,0.00137772021344942,-0.498432237681901,-0.380141076161293,-0.728919585571828,-0.728073898198535,0.00023579160462947
0.830905302373337,0.471445233277709,0.00137772021344942,-0.299761457973503,-0.380141076161293,-0.728919585571828,0.000152739606249553
1.06375409061743,0.830905302373337,0.471445233277709,-0.558243735714489,-0.299761457973503,-0.380141076161293,3.35466382955516e-05
1.11489533857914,1.06375409061743,0.830905302373337,-0.744756556092071,-0.558243735714489,-0.299761457973503,-7.08159947278759e-05
1.00693762567431,1.11489533857914,1.06375409061743,-0.609567536131405,-0.744756556092071,-0.558243735714489,-0.000175283616492744
0.739720898451029,1.00693762567431,1.11489533857914,-0.393179382809098,-0.609567536131405,-0.744756556092071,-0.000230002493288649
0.389086225687233,0.739720898451029,1.00693762567431,-0.472184333557484,-0.393179382809098,-0.609567536131405,-0.000263774481397478
-0.0130332367838679,0.389086225687233,0.739720898451029,-0.834298559603611,-0.472184333557484,-0.393179382809098,-0.000301710877319333
-0.472986053927363,-0.0130332367838679,0.389086225687233,-1.04260745953965,-0.834298559603611,-0.472184333557484,-0.000300967482342421
-0.931805578771558,-0.472986053927363,-0.0130332367838679,-0.707448799223649,-1.04260745953965,-0.834298559603611,-0.000274157868354842
-1.34975432829046,-0.931805578771558,-0.472986053927363,0.0844319082499964,-0.707448799223649,-1.04260745953965,-0.000165018438504121
-1.60132197591709,-1.34975432829046,-0.931805578771558,0.823519762975737,0.0844319082499964,-0.707448799223649,-4.64419363186319e-05
-1.67212187426064,-1.60132197591709,-1.34975432829046,1.0261370036097,0.823519762975737,0.0844319082499964,0.000118797379643656
-1.49101740125706,-1.67212187426064,-1.60132197591709,0.651930419870765,1.0261370036097,0.823519762975737,0.000247318650147028
-1.11398455816585,-1.49101740125706,-1.67212187426064,0.144093323777244,0.651930419870765,1.0261370036097,0.000297794383352266
-0.66000236577902,-1.11398455816585,-1.49101740125706,0.0568307464804341,0.144093323777244,0.651930419870765,0.000320871840348891
-0.170839004412089,-0.66000236577902,-1.11398455816585,0.549778928633983,0.0568307464804341,0.144093323777244,0.000320393340067702
0.317594891864645,-0.170839004412089,-0.66000236577902,1.19242876830707,0.549778928633983,0.0568307464804341,0.000350341673481559
0.851684484895979,0.317594891864645,-0.170839004412089,1.34549033902737,1.19242876830707,0.549778928633983,0.000346069320048137
1.37926095180142,0.851684484895979,0.317594891864645,0.845393493063512,1.34549033902737,1.19242876830707,0.000238071984016011
1.74219741834189,1.37926095180142,0.851684484895979,0.270678556732864,0.845393493063512,1.34549033902737,0.000136865832803972
1.95084692388242,1.74219741834189,1.37926095180142,0.355689830969424,0.270678556732864,0.845393493063512,-2.42409763312177e-05
1.91389199056044,1.95084692388242,1.74219741834189,1.07100395090451,0.355689830969424,0.270678556732864,-9.41297527825317e-05
1.77039287195385,1.91389199056044,1.95084692388242,1.46735851152252,1.07100395090451,0.355689830969424,-0.000162672537981182
1.52240150756848,1.77039287195385,1.91389199056044,0.677136345747723,1.46735851152252,1.07100395090451,-0.000218015515144389
1.19004076783447,1.52240150756848,1.77039287195385,-0.938392069657424,0.677136345747723,1.46735851152252,-0.000317070200274932
0.706672938525642,1.19004076783447,1.52240150756848,-1.92557865073146,-0.938392069657424,0.677136345747723,-0.000428779824499635
0.0530057921331592,0.706672938525642,1.19004076783447,-1.24839583795215,-1.92557865073146,-0.938392069657424,-0.000457361873803721
-0.644234175411656,0.0530057921331592,0.706672938525642,0.44106121913801,-1.24839583795215,-1.92557865073146,-0.000383711441375132
-1.22919538065148,-0.644234175411656,0.0530057921331592,1.33406864864412,0.44106121913801,-1.24839583795215,-0.000207902706103748
-1.54613932451521,-1.22919538065148,-0.644234175411656,0.374655892475358,1.33406864864412,0.44106121913801,-6.80773581833805e-05
-1.64992203516303,-1.54613932451521,-1.22919538065148,-1.55148677558586,0.374655892475358,1.33406864864412,-1.65178917001577e-05
-1.67510326458459,-1.64992203516303,-1.54613932451521,-2.52999114831527,-1.55148677558586,0.374655892475358,7.48977077677862e-06
-1.66368524346734,-1.67510326458459,-1.64992203516303,-1.63396692108996,-2.52999114831527,-1.55148677558586,9.34658685066345e-05
-1.52119820452346,-1.66368524346734,-1.67510326458459,0.199750459412893,-1.63396692108996,-2.52999114831527,0.000184538576563757
-1.23987245678679,-1.52119820452346,-1.66368524346734,1.30544003839064,0.199750459412893,-1.63396692108996,0.000296680912270965
-0.787587731077997,-1.23987245678679,-1.52119820452346,1.0018148509236,1.30544003839064,0.199750459412893,0.000411212509435167
-0.160701641190141,-0.787587731077997,-1.23987245678679,-0.0218605821083604,1.0018148509236,1.30544003839064,0.000393457341204588
0.43911701341308,-0.160701641190141,-0.787587731077997,-0.779285709548435,-0.0218605821083604,1.0018148509236,0.000313685554856473
0.917325011531582,0.43911701341308,-0.160701641190141,-0.979494681713151,-0.779285709548435,-0.0218605821083604,0.000185794606734056
1.20056555471872,0.917325011531582,0.43911701341308,-0.849052553972518,-0.979494681713151,-0.779285709548435,6.83974771143076e-05
1.30483628093101,1.20056555471872,0.917325011531582,-0.428544857844313,-0.849052553972518,-0.979494681713151,-5.73319255101804e-05
1.21743478952652,1.30483628093101,1.20056555471872,0.429407536198236,-0.428544857844313,-0.849052553972518,-0.000108701433438227
