y_0,y_1,y_2,u_0,u_1,u_2,y
1.33431040328961,0.869084632859646,0.289174277521092,1.23305070797354,0.524902024960227,-0.217165831123087,0.000223889776289687
1.67562634870406,1.33431040328961,0.869084632859646,0.99326552200297,1.23305070797354,0.524902024960227,0.00010689024119919
1.83857860286717,1.67562634870406,1.33431040328961,-0.0481667467124284,0.99326552200297,1.23305070797354,-6.26419593509195e-05
1.74308206018088,1.83857860286717,1.67562634870406,-0.697352175658593,-0.0481667467124284,0.99326552200297,-0.000236258030407596
1.38291093335825,1.74308206018088,1.83857860286717,-0.053939509084892,-0.697352175658593,-0.0481667467124284,-0.000330655307384154
0.878832852096958,1.38291093335825,1.74308206018088,1.3952622730371,-0.053939509084892,-0.697352175658593,-0.000314937099133106
0.398716897192371,0.878832852096958,1.38291093335825,2.27528783715381,1.3952622730371,-0.053939509084892,-0.00022963431409797
0.0486435069964132,0.398716897192371,0.878832852096958,1.83129294159858,2.27528783715381,1.3952622730371,-0.000141301920731614
-0.166768734967619,0.0486435069964132,0.398716897192371,0.651916641143565,1.83129294159858,2.27528783715381,-8.81368558860285e-05
-0.301131789820436,-0.166768734967619,0.0486435069964132,-0.165566876199207,0.651916641143565,1.83129294159858,-6.16296369014996e-05
-0.395085065102497,-0.301131789820436,-0.166768734967619,-0.260537458575527,-0.165566876199207,0.651916641143565,-3.56891967000558e-05
-0.449492604895651,-0.395085065102497,-0.301131789820436,-0.140504953997312,-0.260537458575527,-0.165566876199207,-2.95137756974951e-06
-0.453991927027228,-0.449492604895651,-0.395085065102497,-0.238890844335692,-0.140504953997312,-0.260537458575527,2.62707781622834e-05
-0.413942597246171,-0.453991927027228,-0.449492604895651,-0.322640702798842,-0.238890844335692,-0.140504953997312,4.94901604864932e-05
-0.338495735870492,-0.413942597246171,-0.453991927027228,-0.0607930691281686,-0.322640702798842,-0.238890844335692,7.61805739229552e-05
-0.222359818270194,-0.338495735870492,-0.413942597246171,0.15459575894244,-0.0607930691281686,-0.322640702798842,9.97152155381591e-05
-0.0703457619446613,-0.222359818270194,-0.338495735870492,-0.518588036079108,0.15459575894244,-0.0607930691281686,8.22687785097668e-05
0.0550715142726348,-0.0703457619446613,-0.222359818270194,-2.16975232650303,-0.518588036079108,0.15459575894244,-1.12372558027839e-05
0.0379405194958635,0.0550715142726348,-0.0703457619446613,-3.6093447807884,-2.16975232650303,-0.518588036079108,-0.000161101651908696
-0.207656057267421,0.0379405194958635,0.0550715142726348,-3.45134929743634,-3.6093447807884,-2.16975232650303,-0.000288241607056042
-0.647075213650948,-0.207656057267421,0.0379405194958635,-1.66984703538285,-3.45134929743634,-3.6093447807884,-0.000314853555771147
-1.12706380819973,-0.647075213650948,-0.207656057267421,0.280741479745937,-1.66984703538285,-3.45134929743634,-0.000230119633679907
-1.47787705938747,-1.12706380819973,-0.647075213650948,1.02687085178772,0.280741479745937,-1.66984703538285,-8.92449888941049e-05
-1.61392944312151,-1.47787705938747,-1.12706380819973,0.672719440452219,1.02687085178772,0.280741479745937,4.86957606180959e-05
-1.53969363008673,-1.61392944312151,-1.47787705938747,0.361205325914696,0.672719440452219,1.02687085178772,0.000164226575097694
-1.28933316401025,-1.53969363008673,-1.61392944312151,0.632318825903313,0.361205325914696,0.672719440452219,0.000261048899872527
