y_0,y_1,u_0,u_1,y
-0.281866313914666,-0.281584547347216,-1.80078629329549,-1.82380803438365,-0.00183108262760356
-0.282711613617013,-0.281866313914666,-1.78278316407542,-1.80078629329549,0.0177004654001678
-0.274540383160988,-0.282711613617013,-1.76824922632941,-1.78278316407542,-0.00549324788281069
-0.27707628226803,-0.274540383160988,-1.75441627589085,-1.76824922632941,-0.0140383001449607
-0.28355691331936,-0.27707628226803,-1.73764630265707,-1.75441627589085,0.00213626306553749
-0.282570730333288,-0.28355691331936,-1.71386474681648,-1.73764630265707,-0.0350957503624016
-0.298772307961614,-0.282570730333288,-1.67903227036716,-1.71386474681648,-0.0314335851071945
-0.313283286185244,-0.298772307961614,-1.62960652107889,-1.67903227036716,-0.0891126878767077
-0.354421205032819,-0.313283286185244,-1.562947761578,-1.62960652107889,-0.0747692072938122
-0.388937609545338,-0.354421205032819,-1.4776293723862,-1.562947761578,-0.0732433051041426
-0.422749597639234,-0.388937609545338,-1.3736251885477,-1.4776293723862,-0.0927748531319148
-0.465578115891503,-0.422749597639234,-1.25235907914804,-1.3736251885477,-0.104371709773403
-0.513760198925306,-0.465578115891503,-1.1166165851342,-1.25235907914804,-0.0497444113832302
-0.53672417417241,-0.513760198925306,-0.970332208465188,-1.1166165851342,-0.0720225833524077
-0.569972629131409,-0.53672417417241,-0.818277649801697,-0.970332208465188,-0.0775158312352175
-0.605756983197449,-0.569972629131409,-0.665684776688024,-0.818277649801697,-0.0723277637903408
-0.639146321440172,-0.605756983197449,-0.517841639718153,-0.665684776688024,-0.0747692072938131
-0.673662725952691,-0.639146321440172,-0.379700189983154,-0.517841639718153,-0.054627298390173
-0.698880833739389,-0.673662725952691,-0.255530719220529,-0.379700189983154,-0.0433356221866177
-0.718886260028278,-0.698880833739389,-0.148651104966408,-0.255530719220529,-0.0469977874418248
-0.740582285721861,-0.718886260028278,-0.0612496829440508,-0.148651104966408,-0.0201419089036392
-0.749880582447683,-0.740582285721861,0.00568983594850492,-0.0612496829440508,-0.0473029678797592
-0.771717491424991,-0.749880582447683,0.0523633214107218,0.00568983594850492,0.00854505226214997
-0.767772759480703,-0.771717491424991,0.0800321269763158,0.0523633214107218,-0.054627298390173
-0.792990867267401,-0.767772759480703,0.0908381197925165,0.0800321269763158,-0.0131227588311589
-0.799048848467558,-0.792990867267401,0.0875705103516626,0.0908381197925165,-0.0164797436484321
-0.806656545788684,-0.799048848467558,0.0734088422603869,0.0875705103516626,0.0164797436484321
-0.799048848467558,-0.806656545788684,0.0516655354045712,0.0734088422603869,-0.033569848172732
-0.81454600967726,-0.799048848467558,0.0255482096922726,0.0516655354045712,0.0308232242313267
-0.800316798021079,-0.81454600967726,-0.00204268252680739,0.0255482096922726,-0.00305180437933927
-0.801725630858324,-0.800316798021079,-0.0286708483568754,-0.00204268252680739,-0.029602502479591
-0.815391309379607,-0.801725630858324,-0.0524711647441647,-0.0286708483568754,0.0363164721141374
-0.798626198616384,-0.815391309379607,-0.0722069124781441,-0.0524711647441647,-0.0192263675898374
-0.807501845491032,-0.798626198616384,-0.0872811390489061,-0.0722069124781441,-0.000305180437933927
-0.807642728774756,-0.807501845491032,-0.0977084183417709,-0.0872811390489061,0.00213626306553749
-0.806656545788684,-0.807642728774756,-0.104054313977647,-0.0977084183417709,0.000610360875867855
-0.806374779221235,-0.806656545788684,-0.107349790730677,-0.104054313977647,0.0314335851071945
-0.791863800997605,-0.806374779221235,-0.10898702586499,-0.107349790730677,-0.0350957503624016
-0.80806537862593,-0.791863800997605,-0.110601988491552,-0.10898702586499,0.0317387655451284
-0.793413517118575,-0.80806537862593,-0.113948201154819,-0.110601988491552,-0.000305180437933927
-0.793554400402299,-0.793413517118575,-0.120765598540764,-0.113948201154819,-0.0106813153276875
-0.798485315332659,-0.793554400402299,-0.132648523855916,-0.120765598540764,0.0277714198519874
-0.785664936513723,-0.798485315332659,-0.15091764116658,-0.132648523855916,-0.0112916762035553
