x1,x2,y
-0.792290434,0.473411377,0.695230039
1.673767582,0.772805773,2.384765719
1.125176142,0.842114395,2.497094577
-1.557646356,0.00726585,2.092280269
1.988138631,0.040550229,3.660227463
1.516800097,0.599740822,2.134849806
-0.864366249,-0.371098617,1.801077765
1.347586319,0.674764725,2.252101639
-1.574321873,-0.011716707,2.106789578
1.996418922,-0.768286551,1.186693462
0.662738944,-0.855881706,0.029072084
0.600500062,0.683986422,0.599834397
-1.638237092,-0.888864166,2.845719336
1.588133596,-0.438777128,0.759317359
-1.884001987,-0.331739919,2.880039094
-1.036687768,-0.65401111,1.986004804
-1.427912499,-0.37221326,2.305054564
1.107071763,0.485385133,2.178646872
-1.207183091,-0.970634313,3.354667553
1.642552909,0.654346849,2.147541074
0.625076157,0.713096047,0.708201517
-1.855349158,-0.255476854,2.711822111
-1.978280663,-0.692774202,3.842917645
-1.793368332,0.201680816,1.714120947
0.423700711,-0.760654888,-0.645242381
1.205927243,-0.270161278,1.804564984
-1.045788717,0.916858362,0.804167278
1.397635372,0.990928945,3.599084421
-1.771072239,0.544209783,0.374708776
1.203855415,-0.37807698,1.455759895
1.711181721,0.375330098,2.2339283
1.088433596,0.410812731,2.231666175
0.792483136,-0.22431661,1.397491863
1.351920875,0.281777269,2.419479536
-1.839394802,-0.97854471,4.041746075
-1.192871557,-0.581884683,2.198464363
-1.500305283,0.050176606,2.07994456
0.018123961,-0.672497391,-1.001755428
0.980752513,-0.668186264,0.557351681
0.520047378,0.672608581,0.293641499
1.404524399,0.978266005,3.486920248
-1.37914803,0.111938856,2.100700811
0.938484368,0.678139462,1.764592525
-1.227834037,0.980643329,1.04804439
-0.916964995,-0.716808223,1.734829787
0.839618789,-0.103508773,1.763681477
1.92081914,-0.214854568,2.324209255
0.446174424,-0.839901433,-0.490235138
-1.78199874,0.510660346,0.518656854
0.46523588,-0.132441945,0.640227017
-1.830597794,-0.061346132,2.463100746
1.536582845,-0.698654052,0.051911785
0.83831314,-0.638146696,0.389071872
-1.307488614,0.814207244,0.407871552
-1.633115977,-0.910701822,2.975526082
-1.265867084,-0.53429543,2.24938002
1.920108718,-0.415881339,1.536558574
-0.16575743,-0.019604915,0.110036557
1.136323793,0.172890346,2.46172394
0.545633368,-0.013420048,1.005483554
0.2896526,-0.831769331,-0.772703959
-1.419478981,-0.512665092,2.213401583
1.784097814,0.68717677,2.434466035
-0.79462947,0.275177401,1.273751422
0.312068863,0.2982981,0.138772448
0.799103778,0.340406511,1.646974318
0.596932621,0.525806038,0.687488014
1.762377639,-0.883783037,-0.08865824
-1.40624404,-0.26678323,2.386335146
0.033410954,0.079054871,-0.017738607
-0.383862437,-0.323087033,0.294937593
-0.103325082,0.688957747,-1.026153375
-1.523129895,-0.034854983,2.187611662
-1.463621561,0.537255179,0.601076567
-0.887697817,0.704031034,0.386237154
-0.781181585,0.009582966,1.726839783
-0.288387145,0.819104488,-0.801012883
0.443950188,0.174247881,0.668939817
0.53851647,0.700548598,0.369117485
-0.352756414,-0.318818409,0.213084495
-0.364867562,-0.002366083,0.496922126
-1.129485893,0.062822082,2.290596692
0.353224994,-0.790040568,-0.750366933
-0.731836355,-0.202894987,1.581761356
-1.855760663,0.834675345,0.089764841
-0.326399823,0.261664481,0.062186429
-0.1034693,-0.644986835,-0.862461753
-1.097628527,-0.322288729,2.335323886
0.289831732,-0.616793981,-0.800194274
0.263087602,-0.950353736,-0.33292457
0.808008724,0.854920917,1.713174757
0.591793929,-0.103585343,1.05386493
0.609732226,-0.384929855,0.474399839
-0.735143393,0.196954383,1.307074751
1.149728888,-0.985371087,1.142274845
0.196577534,-0.443955787,-0.5688159
-0.274327219,0.406066931,-0.372930645
0.504049924,0.267539546,0.755214527
-0.557370662,0.963611895,0.247493554
0.050956978,0.240715419,-0.195707232
0.401391441,0.342227615,0.315098892
1.27955124,0.485858955,2.283037506
0.134688412,-0.786367627,-0.977990185
1.754706449,0.613074414,2.274786702
-0.990172532,0.810701084,0.513422376
0.702795883,-0.672267348,0.040310927
0.464256431,0.851945515,0.367402247
0.464451127,-0.737522614,-0.566334191
0.468754139,-0.775714404,-0.541154064
0.881774083,0.393905306,1.820229091
-1.231294479,-0.183861286,2.494780426
-1.850336677,-0.561067674,2.631830262
-0.945471237,-0.59660493,1.782777723
-1.183179677,0.83009869,0.559484429
-0.275095918,0.754219884,-0.897694257
-0.584140939,-0.029907911,1.147514998
1.754075993,0.18088018,2.326858737
-1.600236865,0.365586806,1.02150813
1.710658342,-0.067177149,1.942402491
1.724446174,-0.779523739,-0.207784768
0.845415031,-0.666245597,0.357199308
0.068108003,-0.830480026,-0.89411277
0.596424221,-0.423152913,0.331797071
-1.132268703,0.082592308,2.258324076
-1.821250655,-0.613573977,2.506316776
-0.041337262,0.867272727,-0.77467907
0.891999459,0.129197105,2.07068153
-0.187489936,-0.480790072,-0.482725546
-0.24170957,-0.215577659,0.101444096
1.545541184,-0.534268867,0.474058532
